ID	Name	UiID	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	IconID	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	EquipCoolDownID	RecommendID	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	MaxStrengthLevel	CanApart	IgnoreBindMask	CanExterior	BelongForceMask	MapBanUseItemMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	RepairPriceRebate
39888	文通坠	215136						7	0	972433	13800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											48289	48302	15549	51552	65069	0	0	0	0	0	0	0							通用	根骨	会心无双	声望									4	3	7												736	6	17	4125	0	0	0	0	6	0	0		4198512				1			0				1	
39889	爪动坠	215137						7	0	972433	13800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											48289	48290	15549	51553	65069	0	0	0	0	0	0	0							通用	元气	会心无双	声望									4	3	7												736	7	17	4125	0	0	0	0	6	0	0		3206				1			0				1	
39890	运上坠	215138						7	0	972433	13800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											48289	48305	20823	51554	65069	0	0	0	0	0	0	0							通用	力道	会心无双	声望									4	3	7												736	4	17	4125	0	0	0	0	6	0	0		8397448				1			0				1	
39891	无者坠	215139						7	0	972433	13800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											48289	48316	20823	51554	65069	0	0	0	0	0	0	0							通用	身法	会心无双	声望									4	3	7												736	5	17	4125	0	0	0	0	6	0	0		52445456				1			0				1	
39892	为已坠	215140						7	0	972433	13800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											48289	48302	62330	51552	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	3	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
39893	一悬坠	215141						7	0	972433	13800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											48294	65070	65071	38871	0	0	0	0	0	0	0	0							通用	防御	外防命中	声望									4	3	7												736	8	17	2849	0	0	0	0	6	0	0		2098186				1			0				1	
39894	文通链	215142						4	0	911847	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49697	20567	65072	49699	0	0	0	0	0	0	0							通用	根骨	破防命中	声望									4	1	7												736	6	17	2560	0	0	0	0	6	0	0		4198512				1			0				1	
39895	爪动链	215143						4	0	911847	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49700	20567	65072	49699	0	0	0	0	0	0	0							通用	元气	破防命中	声望									4	1	7												736	7	17	2560	0	0	0	0	6	0	0		3206				1			0				1	
39896	运上链	215144						4	0	911847	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49702	19928	65073	49699	0	0	0	0	0	0	0							通用	力道	破防命中	声望									4	1	7												736	4	17	3778	0	0	0	0	6	0	0		8397448				1			0				1	
39897	无者链	215145						4	0	911847	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49704	19928	65073	49699	0	0	0	0	0	0	0							通用	身法	破防命中	声望									4	1	7												736	5	17	3778	0	0	0	0	6	0	0		52445456				1			0				1	
39898	为已链	215146						4	0	911847	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49697	49705	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	声望									4	1	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
39899	一悬链	215147						4	0	911847	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49706	2405	63084	65074	65075	0	0	0	0	0	0	0							通用	防御	内防急速	声望									4	1	7												736	8	17	11520	0	0	0	0	6	0	0		2098186				1			0				1	
39900	文通坠	215148						7	0	1094217	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49697	20567	49698	49717	0	0	0	0	0	0	0							通用	根骨	会心无双	声望									4	3	7												736	6	17	4125	0	0	0	0	6	0	0		4198512				1			0				1	
39901	爪动坠	215149						7	0	1094217	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49700	20567	49701	49717	0	0	0	0	0	0	0							通用	元气	会心无双	声望									4	3	7												736	7	17	4125	0	0	0	0	6	0	0		3206				1			0				1	
39902	运上坠	215150						7	0	1094217	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49702	19928	49703	49717	0	0	0	0	0	0	0							通用	力道	会心无双	声望									4	3	7												736	4	17	4125	0	0	0	0	6	0	0		8397448				1			0				1	
39903	无者坠	215151						7	0	1094217	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49704	19928	49703	49717	0	0	0	0	0	0	0							通用	身法	会心无双	声望									4	3	7												736	5	17	4125	0	0	0	0	6	0	0		52445456				1			0				1	
39904	为已坠	215152						7	0	1094217	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49696	49697	65076	49698	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	3	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
39905	一悬坠	215153						7	0	1094217	14800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											49706	65077	49844	34860	0	0	0	0	0	0	0	0							通用	防御	外防命中	声望									4	3	7												736	8	17	2849	0	0	0	0	6	0	0		2098186				1			0				1	
39906	文通链	215154						4	0	913177	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53546	22680	65079	65080	0	0	0	0	0	0	0							通用	根骨	破防命中	声望									4	1	7												736	6	17	2560	0	0	0	0	6	0	0		4198512				1			0				1	
39907	爪动链	215155						4	0	913177	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53549	22680	65079	65080	0	0	0	0	0	0	0							通用	元气	破防命中	声望									4	1	7												736	7	17	2560	0	0	0	0	6	0	0		3206				1			0				1	
39908	运上链	215156						4	0	913177	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53550	17033	65081	65080	0	0	0	0	0	0	0							通用	力道	破防命中	声望									4	1	7												736	4	17	3778	0	0	0	0	6	0	0		8397448				1			0				1	
39909	无者链	215157						4	0	913177	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53552	17033	65081	65080	0	0	0	0	0	0	0							通用	身法	破防命中	声望									4	1	7												736	5	17	3778	0	0	0	0	6	0	0		52445456				1			0				1	
39910	为已链	215158						4	0	913177	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53546	50215	0	0	0	0	0	0	0	0	0							通用	治疗	治疗量	声望									4	1	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
39911	一悬链	215159						4	0	913177	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65082	985	65083	47434	62945	0	0	0	0	0	0	0							通用	防御	内防急速	声望									4	1	7												736	8	17	11520	0	0	0	0	6	0	0		2098186				1			0				1	
39912	文通坠	215160						7	0	1095812	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53546	22680	65084	64648	0	0	0	0	0	0	0							通用	根骨	会心无双	声望									4	3	7												736	6	17	4125	0	0	0	0	6	0	0		4198512				1			0				1	
39913	爪动坠	215161						7	0	1095812	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53549	22680	65085	64648	0	0	0	0	0	0	0							通用	元气	会心无双	声望									4	3	7												736	7	17	4125	0	0	0	0	6	0	0		3206				1			0				1	
39914	运上坠	215162						7	0	1095812	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53550	17033	65086	64648	0	0	0	0	0	0	0							通用	力道	会心无双	声望									4	3	7												736	4	17	4125	0	0	0	0	6	0	0		8397448				1			0				1	
39915	无者坠	215163						7	0	1095812	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53552	17033	65086	64648	0	0	0	0	0	0	0							通用	身法	会心无双	声望									4	3	7												736	5	17	4125	0	0	0	0	6	0	0		52445456				1			0				1	
39916	为已坠	215164						7	0	1095812	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65078	53546	50505	65084	0	0	0	0	0	0	0	0							通用	治疗	治疗会心	声望									4	3	7												736	9	17	204	0	0	0	0	6	0	0		4198500				1			0				1	
39917	一悬坠	215165						7	0	1095812	15800	3	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65082	65087	46131	39871	0	0	0	0	0	0	0	0							通用	防御	外防命中	声望									4	3	7												736	8	17	2849	0	0	0	0	6	0	0		2098186				1			0				1	
39918	客行江湖·风翎戒	215251						5	0	912911	15600	3	0	0		1	1				4	atInvalid			atInvalid			atInvalid												5	120											58864	52535	16952	65024	42427	0	0	0	0	0	0	0							通用	根骨	破防无双	Roguelike浪客行外围商店									4	2	7												736	6							6	1	0		4198512				1			0				1	
39919	客行江湖·磐气戒	215252						5	0	912911	15600	3	0	0		1	1				4	atInvalid			atInvalid			atInvalid												5	120											58864	52539	16952	65024	42427	0	0	0	0	0	0	0							通用	元气	破防无双	Roguelike浪客行外围商店									4	2	7												736	7							6	1	0		3206				1			0				1	
39920	客行江湖·之远戒	215253						5	0	912911	15600	3	0	0		1	1				4	atInvalid			atInvalid			atInvalid												5	120											58864	52541	52542	65025	42427	0	0	0	0	0	0	0							通用	力道	破防无双	Roguelike浪客行外围商店									4	2	7												736	4							6	1	0		8397448				1			0				1	
39921	客行江湖·纵巧戒	215254						5	0	912911	15600	3	0	0		1	1				4	atInvalid			atInvalid			atInvalid												5	120											58864	52544	52542	65025	42427	0	0	0	0	0	0	0							通用	身法	破防无双	Roguelike浪客行外围商店									4	2	7												736	5							6	1	0		52445456				1			0				1	
39922	客行江湖·宁心戒	215255						5	0	912911	15600	3	0	0		1	1				4	atInvalid			atInvalid			atInvalid												5	120											58864	52535	65026	58865	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	Roguelike浪客行外围商店									4	2	7												736	9							6	1	0		4198500				1			0				1	
39923	客行江湖·永韧戒	215256						5	0	912911	15600	3	0	0		1	1				4	atInvalid			atInvalid			atInvalid												5	120											65028	8009	48677	48816	65032	65033	0	0	0	0	0	0							通用	防御	招架御劲	Roguelike浪客行外围商店									4	2	7												736	8							6	1	0		2098186				1			0				1	
39924	无封项链	215281						4	0	811012	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65088	61127	0	0	0	0	0	0	0	0	0	0							精简	内功	攻击会心高级_2	活动									4	1	7												736	3	17	20175	0	0	0	0	3	1	0		67108863				1			0				1	
39925	无封项链	215282						4	0	811012	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											54356	65089	65090	0	0	0	0	0	0	0	0	0							精简	内功	攻击命中无双高级_2	活动									4	1	7												736	3	17	17845	0	0	0	0	3	1	0		67108863				1			0				1	
39926	无封项链	215283						4	0	811012	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											54356	48891	65091	65092	0	0	0	0	0	0	0	0							精简	内功	攻击命中会心会效高级_2	活动									4	1	7												736	3	17	17060	0	0	0	0	3	1	0		67108863				1			0				1	
39927	无封项链	215284						4	0	811012	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											58228	61130	0	0	0	0	0	0	0	0	0	0							精简	外功	攻击会心高级_2	活动									4	1	7												736	2	17	9481	0	0	0	0	3	1	0		67108863				1			0				1	
39928	无封项链	215285						4	0	811012	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											24292	65089	65090	0	0	0	0	0	0	0	0	0							精简	外功	攻击命中无双高级_2	活动									4	1	7												736	2	17	223	0	0	0	0	3	1	0		67108863				1			0				1	
39929	无封项链	215286						4	0	811012	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											24292	48891	65093	65094	0	0	0	0	0	0	0	0							精简	外功	攻击命中会心会效高级_2	活动									4	1	7												736	2	17	7582	0	0	0	0	3	1	0		67108863				1			0				1	
39930	无封腰坠	215287						7	0	973214	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65088	61151	0	0	0	0	0	0	0	0	0	0							精简	内功	攻击破防高级_2	活动									4	3	7												736	3	17	38316	0	0	0	0	3	1	0		67108863				1			0				1	
39931	无封腰坠	215288						7	0	973214	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											54356	65095	53790	0	0	0	0	0	0	0	0	0							精简	内功	攻击会心无双高级_2	活动									4	3	7												736	3	17	20175	0	0	0	0	3	1	0		67108863				1			0				1	
39932	无封腰坠	215289						7	0	973214	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											54356	51507	65096	52985	0	0	0	0	0	0	0	0							精简	内功	攻击破防会心无双高级_2	活动									4	3	7												736	3	17	20175	0	0	0	0	3	1	0		67108863				1			0				1	
39933	无封腰坠	215290						7	0	973214	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											58228	61152	0	0	0	0	0	0	0	0	0	0							精简	外功	攻击破防高级_2	活动									4	3	7												736	2	17	38316	0	0	0	0	3	1	0		67108863				1			0				1	
39934	无封腰坠	215291						7	0	973214	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											24292	65097	53790	0	0	0	0	0	0	0	0	0							精简	外功	攻击会心无双高级_2	活动									4	3	7												736	2	17	9481	0	0	0	0	3	1	0		67108863				1			0				1	
39935	无封腰坠	215292						7	0	973214	14350	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											24292	47530	47222	52985	0	0	0	0	0	0	0	0							精简	外功	攻击破防会心无双高级_2	活动									4	3	7												736	2	17	9481	0	0	0	0	3	1	0		67108863				1			0				1	
39936	无封项链	215323						4	0	912379	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65098	65099	0	0	0	0	0	0	0	0	0	0							精简	内功	攻击破防高级_2	活动									4	1	7												736	3	17	38316	0	0	0	0	3	1	0		67108863				1			0				1	
39937	无封项链	215324						4	0	912379	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65100	65101	65102	0	0	0	0	0	0	0	0	0							精简	内功	攻击命中会心高级_2	活动									4	1	7												736	3	17	20175	0	0	0	0	3	1	0		67108863				1			0				1	
39938	无封项链	215325						4	0	912379	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65100	58614	65103	44194	0	0	0	0	0	0	0	0							精简	内功	攻击命中破防无双高级_2	活动									4	1	7												736	3	17	17845	0	0	0	0	3	1	0		67108863				1			0				1	
39939	无封项链	215326						4	0	912379	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65104	65105	0	0	0	0	0	0	0	0	0	0							精简	外功	攻击破防高级_2	活动									4	1	7												736	2	17	38316	0	0	0	0	3	1	0		67108863				1			0				1	
39940	无封项链	215327						4	0	912379	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											43867	65101	55050	0	0	0	0	0	0	0	0	0							精简	外功	攻击命中会心高级_2	活动									4	1	7												736	2	17	9481	0	0	0	0	3	1	0		67108863				1			0				1	
39941	无封项链	215328						4	0	912379	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											43867	58614	65106	44194	0	0	0	0	0	0	0	0							精简	外功	攻击命中破防无双高级_2	活动									4	1	7												736	2	17	223	0	0	0	0	3	1	0		67108863				1			0				1	
39942	无封腰坠	215329						7	0	1094855	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65098	65107	0	0	0	0	0	0	0	0	0	0							精简	内功	攻击无双高级_2	活动									4	3	7												736	3	17	17845	0	0	0	0	3	1	0		67108863				1			0				1	
39943	无封腰坠	215330						7	0	1094855	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65100	65108	65109	0	0	0	0	0	0	0	0	0							精简	内功	攻击命中破防高级_2	活动									4	3	7												736	3	17	17845	0	0	0	0	3	1	0		67108863				1			0				1	
39944	无封腰坠	215331						7	0	1094855	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65100	65110	65111	65112	0	0	0	0	0	0	0	0							精简	内功	攻击会心会效无双高级_2	活动									4	3	7												736	3	17	17060	0	0	0	0	3	1	0		67108863				1			0				1	
39945	无封腰坠	215332						7	0	1094855	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											65104	65107	0	0	0	0	0	0	0	0	0	0							精简	外功	攻击无双高级_2	活动									4	3	7												736	2	17	7582	0	0	0	0	3	1	0		67108863				1			0				1	
39946	无封腰坠	215333						7	0	1094855	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											43867	65108	65113	0	0	0	0	0	0	0	0	0							精简	外功	攻击命中破防高级_2	活动									4	3	7												736	2	17	223	0	0	0	0	3	1	0		67108863				1			0				1	
39947	无封腰坠	215334						7	0	1094855	15200	2	0	0			1				4	atInvalid			atInvalid			atInvalid												5	120											43867	65114	65115	65112	0	0	0	0	0	0	0	0							精简	外功	攻击会心会效无双高级_2	活动									4	3	7												736	2	17	7582	0	0	0	0	3	1	0		67108863				1			0				1	
39948	龙荒朔漠·尘喧链	215829						4	0	912645	15400	3	0	0			1		5789		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52373	52374	52368	0	0	0	0	0	0	0							少林	内功	会心(PVP)	威望									4	1	2												736	12	17	3693	0	0	0	0	6	1	0		2				1			0				0	
39949	龙荒朔漠·知意链	215830						4	0	912645	15400	3	0	0			1		5790		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52375	52376	52368	0	0	0	0	0	0	0							万花	内功	会心(PVP)	威望									4	1	2												736	14	17	3693	0	0	0	0	6	1	0		4				1			0				0	
39950	龙荒朔漠·兴酣链	215831						4	0	912645	15400	3	0	0			1		5791		4	atInvalid			atInvalid			atInvalid												5	120											52365	52369	50484	52367	52368	0	0	0	0	0	0	0							万花	治疗	治疗御劲(PVP)	威望									4	1	2												736	15	17	233	0	0	0	0	6	1	0		4				1			0				0	
39951	龙荒朔漠·长驻链	215832						4	0	912645	15400	3	0	0			1		5792		4	atInvalid			atInvalid			atInvalid												5	120											52372	52370	15627	52377	52368	0	0	0	0	0	0	0							天策	外功	会心(PVP)	威望									4	1	2												736	10	17	3693	0	0	0	0	6	1	0		8				1			0				0	
39952	龙荒朔漠·暮去链	215833						4	0	912645	15400	3	0	0			1		5793		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	52375	52376	52368	0	0	0	0	0	0	0							纯阳	内功	会心(PVP)	威望									4	1	2												736	19	17	3693	0	0	0	0	6	1	0		16				1			0				0	
39953	龙荒朔漠·自化链	215834						4	0	912645	15400	3	0	0			1		5794		4	atInvalid			atInvalid			atInvalid												5	120											52372	52371	15627	52377	52368	0	0	0	0	0	0	0							纯阳	外功	会心(PVP)	威望									4	1	2												736	18	17	3693	0	0	0	0	6	1	0		16				1			0				0	
39954	龙荒朔漠·夜遮链	215835						4	0	912645	15400	3	0	0			1		5795		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	52378	52379	52368	0	0	0	0	0	0	0							七秀	内功	会心(PVP)	威望									4	1	2												736	20	17	3693	0	0	0	0	6	1	0		32				1			0				0	
39955	龙荒朔漠·亦迟链	215836						4	0	912645	15400	3	0	0			1		5796		4	atInvalid			atInvalid			atInvalid												5	120											52365	52369	50484	52367	52368	0	0	0	0	0	0	0							七秀	治疗	治疗御劲(PVP)	威望									4	1	2												736	21	17	233	0	0	0	0	6	1	0		32				1			0				0	
39956	龙荒朔漠·千缕链	215837						4	0	912645	15400	3	0	0			1		5797		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	52381	52382	52368	0	0	0	0	0	0	0							五毒	内功	会心(PVP)	威望									4	1	2												736	16	17	3693	0	0	0	0	6	1	0		64				1			0				0	
39957	龙荒朔漠·香尘链	215838						4	0	912645	15400	3	0	0			1		5798		4	atInvalid			atInvalid			atInvalid												5	120											52365	52369	50484	52367	52368	0	0	0	0	0	0	0							五毒	治疗	治疗御劲(PVP)	威望									4	1	2												736	17	17	233	0	0	0	0	6	1	0		64				1			0				0	
39958	龙荒朔漠·暗幽链	215839						4	0	912645	15400	3	0	0			1		5799		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52381	52377	52368	0	0	0	0	0	0	0							唐门	内功	会心(PVP)	威望									4	1	2												736	24	17	3693	0	0	0	0	6	1	0		128				1			0				0	
39959	龙荒朔漠·萧疏链	215840						4	0	912645	15400	3	0	0			1		5800		4	atInvalid			atInvalid			atInvalid												5	120											52372	52370	15627	52377	52368	0	0	0	0	0	0	0							唐门	外功	会心(PVP)	威望									4	1	2												736	23	17	3693	0	0	0	0	6	1	0		128				1			0				0	
39960	龙荒朔漠·风烟链	215841						4	0	912645	15400	3	0	0			1		5801		4	atInvalid			atInvalid			atInvalid												5	120											52372	52371	15627	52377	52368	0	0	0	0	0	0	0							藏剑	外功	会心(PVP)	威望									4	1	2												736	22	17	3693	0	0	0	0	6	1	0		256				1			0				0	
39961	龙荒朔漠·放饮链	215842						4	0	912645	15400	3	0	0			1		5802		4	atInvalid			atInvalid			atInvalid												5	120											52372	52370	15627	52377	52368	0	0	0	0	0	0	0							丐帮	外功	会心(PVP)	威望									4	1	2												736	27	17	3693	0	0	0	0	6	1	0		512				1			0				0	
39962	龙荒朔漠·逐影链	215843						4	0	912645	15400	3	0	0			1		5803		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52384	52385	52368	0	0	0	0	0	0	0							明教	内功	会心(PVP)	威望									4	1	2												736	25	17	3693	0	0	0	0	6	1	0		1024				1			0				0	
39963	龙荒朔漠·无恙链	215844						4	0	912645	15400	3	0	0			1		5804		4	atInvalid			atInvalid			atInvalid												5	120											52372	52371	15627	52377	52368	0	0	0	0	0	0	0							苍云	外功	会心(PVP)	威望									4	1	2												736	30	17	3693	0	0	0	0	6	1	0		2097152				1			0				0	
39964	龙荒朔漠·书醉链	215845						4	0	912645	15400	3	0	0			1		5805		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	52378	52379	52368	0	0	0	0	0	0	0							长歌	内功	会心(PVP)	威望									4	1	2												736	32	17	3693	0	0	0	0	6	1	0		4194304				1			0				0	
39965	龙荒朔漠·太古链	215846						4	0	912645	15400	3	0	0			1		5806		4	atInvalid			atInvalid			atInvalid												5	120											52365	52369	50484	52367	52368	0	0	0	0	0	0	0							长歌	治疗	治疗御劲(PVP)	威望									4	1	2												736	33	17	233	0	0	0	0	6	1	0		4194304				1			0				0	
39966	龙荒朔漠·夜腾链	215847						4	0	912645	15400	3	0	0			1		5807		4	atInvalid			atInvalid			atInvalid												5	120											52372	52370	15627	52377	52368	0	0	0	0	0	0	0							霸刀	外功	会心(PVP)	威望									4	1	2												736	34	17	3693	0	0	0	0	6	1	0		8388608				1			0				0	
39967	龙荒朔漠·玉尘链	215848						4	0	912645	15400	3	0	0			1		5808		4	atInvalid			atInvalid			atInvalid												5	120											52372	52371	15627	52377	52368	0	0	0	0	0	0	0							蓬莱	外功	会心(PVP)	威望									4	1	2												736	35	17	3693	0	0	0	0	6	1	0		16777216				1			0				0	
39968	龙荒朔漠·凌云链	215849						4	0	912645	15400	3	0	0			1		5809		4	atInvalid			atInvalid			atInvalid												5	120											52372	52371	15627	52377	52368	0	0	0	0	0	0	0							凌雪	外功	会心(PVP)	威望									4	1	2												736	38	17	3693	0	0	0	0	6	1	0		33554432				1			0				0	
39969	龙荒朔漠·同消链	215850						4	0	912645	15400	3	0	0			1		5810		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52375	52376	52368	0	0	0	0	0	0	0							衍天	内功	会心(PVP)	威望									4	1	2												736	39	17	3693	0	0	0	0	6	1	0		2048				1			0				0	
39970	龙荒朔漠·苍苔链	215851						4	0	912645	15400	3	0	0			1		5811		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	52381	52382	52368	0	0	0	0	0	0	0							药宗	内功	会心(PVP)	威望									4	1	2												736	40	17	3693	0	0	0	0	6	1	0		4096				1			0				0	
39971	龙荒朔漠·济世链	215852						4	0	912645	15400	3	0	0			1		5812		4	atInvalid			atInvalid			atInvalid												5	120											52365	52369	50484	52367	52368	0	0	0	0	0	0	0							药宗	治疗	治疗御劲(PVP)	威望									4	1	2												736	41	17	233	0	0	0	0	6	1	0		4096				1			0				0	
39972	龙荒朔漠·气斗链	215853						4	0	912645	15400	3	0	0			1		5813		4	atInvalid			atInvalid			atInvalid												5	120											52372	52370	15627	52377	52368	0	0	0	0	0	0	0							刀宗	外功	会心(PVP)	威望									4	1	2												736	42	17	3693	0	0	0	0	6	1	0		8192				1			0				0	
39973	龙荒朔漠·穿月链	215854						4	0	912645	15400	3	0	0			1		5814		4	atInvalid			atInvalid			atInvalid												5	120											52372	52371	15627	52377	52368	0	0	0	0	0	0	0							万灵	外功	会心(PVP)	威望									4	1	2												736	43	17	3693	0	0	0	0	6	1	0		16384				1			0				0	
39974	龙荒朔漠·尘喧坠	215855						7	0	1095174	15400	3	0	0			1		5789		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52373	52374	52368	0	0	0	0	0	0	0							少林	内功	会心(PVP)	威望									4	3	2												736	12	17	7453	0	0	0	0	6	1	0		2				1			0				0	
39975	龙荒朔漠·知意坠	215856						7	0	1095174	15400	3	0	0			1		5790		4	atInvalid			atInvalid			atInvalid												5	120											52372	52366	52375	52376	52368	0	0	0	0	0	0	0							万花	内功	会心(PVP)	威望									4	3	2												736	14	17	7453	0	0	0	0	6	1	0		4				1			0				0	
39976	龙荒朔漠·兴酣坠	215857						7	0	1095174	15400	3	0	0			1		5791		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	21100	45444	52368	0	0	0	0	0	0	0							万花	治疗	治疗会心(PVP)	威望									4	3	2												736	15	17	233	0	0	0	0	6	1	0		4				1			0				0	
39977	龙荒朔漠·长驻坠	215858						7	0	1095174	15400	3	0	0			1		5792		4	atInvalid			atInvalid			atInvalid												5	120											52372	52370	15627	52377	52368	0	0	0	0	0	0	0							天策	外功	会心(PVP)	威望									4	3	2												736	10	17	7453	0	0	0	0	6	1	0		8				1			0				0	
39978	龙荒朔漠·暮去坠	215859						7	0	1095174	15400	3	0	0			1		5793		4	atInvalid			atInvalid			atInvalid												5	120											52372	52369	52375	52376	52368	0	0	0	0	0	0	0							纯阳	内功	会心(PVP)	威望									4	3	2												736	19	17	7453	0	0	0	0	6	1	0		16				1			0				0	
